Created date (UTC),Amount,Currency,Captured,Decline Reason,Description,Fee,Status,Seller Message,Taxes On Fee,Customer Email,walletId (metadata),rechargeType (metadata),entityType (metadata),amount (metadata),companyId (metadata),entityId (metadata),currency (metadata),booking_id (metadata),user_id (metadata),listing id (metadata),booking id (metadata),trip end (metadata),trip start (metadata),source (metadata),listing url (metadata),type (metadata),booking url (metadata),Sequential ID (metadata),Donation Post ID (metadata),Email (metadata)
01/08/2025 18:12,50,usd,TRUE,,Subscription update,4.65,Paid,Payment complete.,0,user053@example.com,,,,,,,,,,,,,,,,,,,,
01/08/2025 18:01,50,usd,TRUE,,Subscription update,4.65,Paid,Payment complete.,0,user054@example.com,,,,,,,,,,,,,,,,,,,,
31/07/2025 17:55,50,usd,TRUE,,Subscription update,4.2,Paid,Payment complete.,0,user057@example.com,,,,,,,,,,,,,,,,,,,,
31/07/2025 17:55,50,usd,TRUE,,Subscription update,4.65,Paid,Payment complete.,0,user056@example.com,,,,,,,,,,,,,,,,,,,,
31/07/2025 17:32,50,usd,TRUE,,Subscription creation,4.65,Paid,Payment complete.,0,user055@example.com,,,,,,,,,,,,,,,,,,,,
31/07/2025 16:16,100,usd,TRUE,,Subscription update,7.06,Paid,Payment complete.,0,user036@example.com,,,,,,,,,,,,,,,,,,,,
31/07/2025 3:19,100,usd,FALSE,insufficient_funds,Subscription update,0,Failed,The bank returned the decline code `insufficient_funds`.,0,user090@example.com,,,,,,,,,,,,,,,,,,,,
31/07/2025 1:26,50,usd,TRUE,,Subscription creation,4.65,Paid,Payment complete.,0,user035@example.com,,,,,,,,,,,,,,,,,,,,
30/07/2025 19:25,50,usd,TRUE,,Subscription creation,4.65,Paid,Payment complete.,0,user058@example.com,,,,,,,,,,,,,,,,,,,,
30/07/2025 19:23,50,usd,TRUE,,Subscription creation,4.2,Paid,Payment complete.,0,user075@example.com,,,,,,,,,,,,,,,,,,,,
30/07/2025 19:13,50,usd,TRUE,,Subscription update,4.65,Paid,Payment complete.,0,user059@example.com,,,,,,,,,,,,,,,,,,,,
30/07/2025 17:33,50,usd,TRUE,,Subscription update,4.65,Paid,Payment complete.,0,user105@example.com,,,,,,,,,,,,,,,,,,,,
30/07/2025 14:53,50,usd,TRUE,,Subscription update,4.2,Paid,Payment complete.,0,user060@example.com,,,,,,,,,,,,,,,,,,,,
29/07/2025 18:49,50,usd,FALSE,insufficient_funds,Subscription update,0,Failed,The bank returned the decline code `insufficient_funds`.,0,user084@example.com,,,,,,,,,,,,,,,,,,,,
29/07/2025 14:20,50,usd,TRUE,,Subscription creation,4.65,Paid,Payment complete.,0,user061@example.com,,,,,,,,,,,,,,,,,,,,
29/07/2025 12:47,50,usd,TRUE,,Subscription update,1.2,Pending,Payment complete.,0,user062@example.com,,,,,,,,,,,,,,,,,,,,
28/07/2025 19:14,100,usd,FALSE,insufficient_funds,Subscription update,0,Failed,The bank returned the decline code `insufficient_funds`.,0,user103@example.com,,,,,,,,,,,,,,,,,,,,
28/07/2025 18:06,50,usd,TRUE,,Subscription creation,4.2,Paid,Payment complete.,0,user063@example.com,,,,,,,,,,,,,,,,,,,,
27/07/2025 21:52,50,usd,TRUE,,Subscription update,4.2,Paid,Payment complete.,0,user065@example.com,,,,,,,,,,,,,,,,,,,,
27/07/2025 21:13,100,usd,TRUE,,Subscription update,7.84,Paid,Payment complete.,0,user066@example.com,,,,,,,,,,,,,,,,,,,,
27/07/2025 19:19,100,usd,FALSE,insufficient_funds,Subscription update,0,Failed,The bank returned the decline code `insufficient_funds`.,0,user090@example.com,,,,,,,,,,,,,,,,,,,,
27/07/2025 14:01,50,usd,TRUE,,Subscription update,4.65,Paid,Payment complete.,0,user106@example.com,,,,,,,,,,,,,,,,,,,,
27/07/2025 14:00,50,usd,FALSE,insufficient_funds,Subscription update,0,Failed,The bank returned the decline code `insufficient_funds`.,0,user106@example.com,,,,,,,,,,,,,,,,,,,,
27/07/2025 13:59,50,usd,FALSE,insufficient_funds,Subscription update,0,Failed,The bank returned the decline code `insufficient_funds`.,0,user106@example.com,,,,,,,,,,,,,,,,,,,,
27/07/2025 13:58,50,usd,FALSE,insufficient_funds,Subscription update,0,Failed,The bank returned the decline code `insufficient_funds`.,0,user106@example.com,,,,,,,,,,,,,,,,,,,,
27/07/2025 13:31,50,usd,FALSE,card_velocity_exceeded,Subscription update,0,Failed,The bank returned the decline code `card_velocity_exceeded`.,0,user106@example.com,,,,,,,,,,,,,,,,,,,,
27/07/2025 13:31,50,usd,FALSE,card_velocity_exceeded,Subscription update,0,Failed,The bank returned the decline code `card_velocity_exceeded`.,0,user106@example.com,,,,,,,,,,,,,,,,,,,,
27/07/2025 13:30,50,usd,FALSE,card_velocity_exceeded,Subscription update,0,Failed,The bank returned the decline code `card_velocity_exceeded`.,0,user106@example.com,,,,,,,,,,,,,,,,,,,,
27/07/2025 3:54,50,usd,TRUE,,Subscription creation,4.65,Paid,Payment complete.,0,user107@example.com,,,,,,,,,,,,,,,,,,,,
27/07/2025 0:18,50,usd,FALSE,incorrect_number,Subscription update,0,Failed,The bank returned the decline code `incorrect_number`.,0,user108@example.com,,,,,,,,,,,,,,,,,,,,
26/07/2025 21:01,100,usd,TRUE,,Subscription update,5.81,Paid,Payment complete.,0,user069@example.com,,,,,,,,,,,,,,,,,,,,
26/07/2025 0:24,100,usd,TRUE,,Subscription update,7.84,Paid,Payment complete.,0,user072@example.com,,,,,,,,,,,,,,,,,,,,
25/07/2025 18:16,50,usd,TRUE,,Subscription update,4.65,Paid,Payment complete.,0,user064@example.com,,,,,,,,,,,,,,,,,,,,
25/07/2025 17:53,50,usd,,,Subscription update,,requires_payment_method,,,user068@example.com,,,,,,,,,,,,,,,,,,,,
25/07/2025 13:27,50,usd,FALSE,do_not_honor,Subscription update,0,Failed,The bank returned the decline code `do_not_honor`.,0,user064@example.com,,,,,,,,,,,,,,,,,,,,
25/07/2025 7:12,50,usd,FALSE,do_not_honor,Subscription update,0,Failed,The bank returned the decline code `do_not_honor`.,0,user001@example.com,,,,,,,,,,,,,,,,,,,,
24/07/2025 15:37,50,usd,TRUE,,Subscription update,4.65,Paid,Payment complete.,0,user074@example.com,,,,,,,,,,,,,,,,,,,,
24/07/2025 12:04,50,usd,TRUE,,Subscription creation,4.65,Paid,Payment complete.,0,user001@example.com,,,,,,,,,,,,,,,,,,,,
23/07/2025 19:21,50,usd,TRUE,,Subscription update,4.65,Paid,Payment complete.,0,user076@example.com,,,,,,,,,,,,,,,,,,,,
23/07/2025 0:14,100,usd,TRUE,,Subscription update,7.84,Paid,Payment complete.,0,user078@example.com,,,,,,,,,,,,,,,,,,,,
22/07/2025 21:27,50,usd,FALSE,do_not_honor,Subscription update,0,Failed,The bank returned the decline code `do_not_honor`.,0,user064@example.com,,,,,,,,,,,,,,,,,,,,
22/07/2025 17:53,50,usd,TRUE,,Subscription creation,4.65,Paid,Payment complete.,0,user071@example.com,,,,,,,,,,,,,,,,,,,,
22/07/2025 16:22,50,usd,TRUE,,Subscription update,4.65,Paid,Payment complete.,0,user109@example.com,,,,,,,,,,,,,,,,,,,,
22/07/2025 15:40,50,usd,TRUE,,Subscription update,4.65,Paid,Payment complete.,0,user079@example.com,,,,,,,,,,,,,,,,,,,,
21/07/2025 22:45,50,usd,TRUE,,Subscription update,4.65,Paid,Payment complete.,0,user080@example.com,,,,,,,,,,,,,,,,,,,,
21/07/2025 19:22,50,usd,FALSE,insufficient_funds,Subscription update,0,Failed,The bank returned the decline code `insufficient_funds`.,0,user110@example.com,,,,,,,,,,,,,,,,,,,,
21/07/2025 17:12,50,usd,FALSE,do_not_honor,Subscription update,0,Failed,The bank returned the decline code `do_not_honor`.,0,user001@example.com,,,,,,,,,,,,,,,,,,,,
20/07/2025 22:36,100,usd,TRUE,,Subscription update,2.08,Paid,Payment complete.,0,user081@example.com,,,,,,,,,,,,,,,,,,,,
20/07/2025 18:11,100,usd,TRUE,,Subscription update,7.84,Paid,Payment complete.,0,user008@example.com,,,,,,,,,,,,,,,,,,,,
19/07/2025 19:26,50,usd,TRUE,,Subscription creation,4.2,Paid,Payment complete.,0,user083@example.com,,,,,,,,,,,,,,,,,,,,
19/07/2025 16:49,50,usd,TRUE,,Subscription update,4.65,Paid,Payment complete.,0,user085@example.com,,,,,,,,,,,,,,,,,,,,
18/07/2025 23:12,50,usd,TRUE,,Subscription update,4.65,Paid,Payment complete.,0,user086@example.com,,,,,,,,,,,,,,,,,,,,
18/07/2025 19:07,50,usd,TRUE,,Subscription creation,4.65,Paid,Payment complete.,0,user087@example.com,,,,,,,,,,,,,,,,,,,,
18/07/2025 15:32,100,usd,TRUE,,Subscription update,7.84,Paid,Payment complete.,0,user088@example.com,,,,,,,,,,,,,,,,,,,,
17/07/2025 19:22,50,usd,TRUE,,Subscription update,4.65,Paid,Payment complete.,0,user089@example.com,,,,,,,,,,,,,,,,,,,,
17/07/2025 18:37,50,usd,TRUE,,Subscription creation,4.65,Paid,Payment complete.,0,user073@example.com,,,,,,,,,,,,,,,,,,,,
16/07/2025 20:33,50,usd,TRUE,,Subscription update,4.65,Paid,Payment complete.,0,user092@example.com,,,,,,,,,,,,,,,,,,,,
16/07/2025 20:00,50,usd,TRUE,,Subscription update,4.65,Paid,Payment complete.,0,user094@example.com,,,,,,,,,,,,,,,,,,,,
16/07/2025 19:16,50,usd,TRUE,,Subscription creation,4.65,Paid,Payment complete.,0,user093@example.com,,,,,,,,,,,,,,,,,,,,
15/07/2025 20:01,100,usd,TRUE,,Subscription update,6.1,Paid,Payment complete.,0,user095@example.com,,,,,,,,,,,,,,,,,,,,
15/07/2025 15:19,50,usd,TRUE,,Subscription update,4.65,Paid,Payment complete.,0,user096@example.com,,,,,,,,,,,,,,,,,,,,
15/07/2025 13:36,50,usd,TRUE,,Subscription creation,4.65,Paid,Payment complete.,0,user097@example.com,,,,,,,,,,,,,,,,,,,,
14/07/2025 19:17,50,usd,TRUE,,Subscription update,4.65,Paid,Payment complete.,0,user003@example.com,,,,,,,,,,,,,,,,,,,,
14/07/2025 19:00,50,usd,TRUE,,Subscription update,4.65,Paid,Payment complete.,0,user004@example.com,,,,,,,,,,,,,,,,,,,,
14/07/2025 17:37,50,usd,TRUE,,Subscription update,4.65,Paid,Payment complete.,0,user098@example.com,,,,,,,,,,,,,,,,,,,,
14/07/2025 16:01,100,usd,TRUE,,Subscription update,7.84,Paid,Payment complete.,0,user005@example.com,,,,,,,,,,,,,,,,,,,,
13/07/2025 21:06,50,usd,TRUE,,Subscription creation,4.65,Paid,Payment complete.,0,user050@example.com,,,,,,,,,,,,,,,,,,,,
13/07/2025 19:19,50,usd,TRUE,,Subscription update,4.65,Paid,Payment complete.,0,user014@example.com,,,,,,,,,,,,,,,,,,,,
13/07/2025 19:17,100,usd,,,Subscription update,,canceled,,,user008@example.com,,,,,,,,,,,,,,,,,,,,
13/07/2025 17:48,50,usd,TRUE,,Subscription update,4.65,Paid,Payment complete.,0,user009@example.com,,,,,,,,,,,,,,,,,,,,
13/07/2025 17:15,50,usd,TRUE,,Subscription update,4.65,Paid,Payment complete.,0,user010@example.com,,,,,,,,,,,,,,,,,,,,
13/07/2025 16:20,50,usd,TRUE,,Subscription update,4.65,Paid,Payment complete.,0,user011@example.com,,,,,,,,,,,,,,,,,,,,
13/07/2025 15:42,50,usd,TRUE,,Subscription update,4.65,Paid,Payment complete.,0,user014@example.com,,,,,,,,,,,,,,,,,,,,
13/07/2025 14:52,50,usd,TRUE,,Subscription update,4.65,Paid,Payment complete.,0,user013@example.com,,,,,,,,,,,,,,,,,,,,
13/07/2025 14:41,50,usd,TRUE,,Subscription update,4.65,Paid,Payment complete.,0,user099@example.com,,,,,,,,,,,,,,,,,,,,
12/07/2025 18:42,50,usd,TRUE,,Subscription update,4.65,Paid,Payment complete.,0,user017@example.com,,,,,,,,,,,,,,,,,,,,
12/07/2025 17:59,50,usd,TRUE,,Subscription update,4.2,Paid,Payment complete.,0,user111@example.com,,,,,,,,,,,,,,,,,,,,
12/07/2025 13:20,50,usd,TRUE,,Subscription update,4.65,Paid,Payment complete.,0,user019@example.com,,,,,,,,,,,,,,,,,,,,
11/07/2025 21:23,100,usd,TRUE,,Subscription update,6.1,Paid,Payment complete.,0,user020@example.com,,,,,,,,,,,,,,,,,,,,
11/07/2025 19:10,50,usd,TRUE,,Subscription update,4.65,Paid,Payment complete.,0,user021@example.com,,,,,,,,,,,,,,,,,,,,
11/07/2025 8:22,50,usd,FALSE,insufficient_funds,Subscription update,0,Failed,The bank returned the decline code `insufficient_funds`.,0,user110@example.com,,,,,,,,,,,,,,,,,,,,
10/07/2025 17:07,50,usd,TRUE,,Subscription update,4.65,Paid,Payment complete.,0,user022@example.com,,,,,,,,,,,,,,,,,,,,
10/07/2025 7:20,100,usd,TRUE,,Subscription update,7.84,Paid,Payment complete.,0,user090@example.com,,,,,,,,,,,,,,,,,,,,
09/07/2025 20:30,50,usd,TRUE,,Subscription update,4.65,Paid,Payment complete.,0,user024@example.com,,,,,,,,,,,,,,,,,,,,
09/07/2025 19:46,50,usd,TRUE,,Subscription update,4.65,Paid,Payment complete.,0,user100@example.com,,,,,,,,,,,,,,,,,,,,
09/07/2025 18:45,100,usd,TRUE,,Subscription update,7.84,Paid,Payment complete.,0,user025@example.com,,,,,,,,,,,,,,,,,,,,
09/07/2025 17:05,100,usd,TRUE,,Subscription update,6.68,Paid,Payment complete.,0,user027@example.com,,,,,,,,,,,,,,,,,,,,
09/07/2025 15:12,50,usd,TRUE,,Subscription update,4.65,Paid,Payment complete.,0,user016@example.com,,,,,,,,,,,,,,,,,,,,
09/07/2025 12:04,50,usd,TRUE,,Subscription creation,4.65,Paid,Payment complete.,0,user080@example.com,,,,,,,,,,,,,,,,,,,,
09/07/2025 10:58,50,usd,TRUE,,Subscription creation,4.65,Refunded,Payment complete.,0,user014@example.com,,,,,,,,,,,,,,,,,,,,
09/07/2025 4:34,50,usd,TRUE,,Subscription creation,4.2,Paid,Payment complete.,0,user112@example.com,,,,,,,,,,,,,,,,,,,,
08/07/2025 19:41,50,usd,TRUE,,Subscription update,4.65,Paid,Payment complete.,0,user028@example.com,,,,,,,,,,,,,,,,,,,,
08/07/2025 18:50,50,usd,TRUE,,Subscription creation,4.65,Paid,Payment complete.,0,user006@example.com,,,,,,,,,,,,,,,,,,,,
08/07/2025 12:46,50,usd,FALSE,insufficient_funds,Subscription update,0,Failed,The bank returned the decline code `insufficient_funds`.,0,user080@example.com,,,,,,,,,,,,,,,,,,,,
07/07/2025 19:19,50,usd,FALSE,insufficient_funds,Subscription update,0,Failed,The bank returned the decline code `insufficient_funds`.,0,user014@example.com,,,,,,,,,,,,,,,,,,,,
07/07/2025 14:38,50,usd,TRUE,,Subscription update,4.65,Paid,Payment complete.,0,user030@example.com,,,,,,,,,,,,,,,,,,,,
07/07/2025 14:14,50,usd,TRUE,,Subscription update,4.65,Paid,Payment complete.,0,user007@example.com,,,,,,,,,,,,,,,,,,,,
07/07/2025 7:42,50,usd,FALSE,insufficient_funds,Subscription update,0,Failed,The bank returned the decline code `insufficient_funds`.,0,user014@example.com,,,,,,,,,,,,,,,,,,,,
06/07/2025 21:43,50,usd,TRUE,,Subscription update,4.65,Paid,Payment complete.,0,user031@example.com,,,,,,,,,,,,,,,,,,,,
06/07/2025 18:31,50,usd,TRUE,,Subscription update,4.65,Paid,Payment complete.,0,user032@example.com,,,,,,,,,,,,,,,,,,,,
06/07/2025 16:19,50,usd,TRUE,,Subscription update,4.65,Paid,Payment complete.,0,user033@example.com,,,,,,,,,,,,,,,,,,,,
06/07/2025 13:22,50,usd,FALSE,insufficient_funds,Subscription update,0,Failed,The bank returned the decline code `insufficient_funds`.,0,user110@example.com,,,,,,,,,,,,,,,,,,,,
06/07/2025 1:12,100,usd,TRUE,,Subscription update,7.84,Paid,Payment complete.,0,user101@example.com,,,,,,,,,,,,,,,,,,,,
06/07/2025 0:56,100,usd,TRUE,,Subscription update,7.84,Paid,Payment complete.,0,user034@example.com,,,,,,,,,,,,,,,,,,,,
05/07/2025 21:19,50,usd,TRUE,,Subscription update,4.2,Paid,Payment complete.,0,user037@example.com,,,,,,,,,,,,,,,,,,,,
05/07/2025 20:19,100,usd,TRUE,,Subscription update,7.84,Paid,Payment complete.,0,user038@example.com,,,,,,,,,,,,,,,,,,,,
05/07/2025 19:20,50,usd,TRUE,,Subscription update,4.65,Paid,Payment complete.,0,user039@example.com,,,,,,,,,,,,,,,,,,,,
05/07/2025 16:23,50,usd,TRUE,,Subscription update,4.65,Paid,Payment complete.,0,user040@example.com,,,,,,,,,,,,,,,,,,,,
05/07/2025 15:30,50,usd,FALSE,stolen_card,Subscription update,0,Failed,The bank returned the decline code `stolen_card`.,0,user113@example.com,,,,,,,,,,,,,,,,,,,,
04/07/2025 14:01,100,usd,TRUE,,Subscription update,7.84,Paid,Payment complete.,0,user046@example.com,,,,,,,,,,,,,,,,,,,,
04/07/2025 7:20,100,usd,FALSE,insufficient_funds,Subscription update,0,Failed,The bank returned the decline code `insufficient_funds`.,0,user090@example.com,,,,,,,,,,,,,,,,,,,,
04/07/2025 0:40,50,usd,TRUE,,Subscription update,4.65,Paid,Payment complete.,0,user114@example.com,,,,,,,,,,,,,,,,,,,,
03/07/2025 21:06,50,usd,TRUE,,Subscription update,4.65,Paid,Payment complete.,0,user052@example.com,,,,,,,,,,,,,,,,,,,,
03/07/2025 11:22,50,usd,FALSE,insufficient_funds,Subscription update,0,Failed,The bank returned the decline code `insufficient_funds`.,0,user110@example.com,,,,,,,,,,,,,,,,,,,,
03/07/2025 7:42,50,usd,FALSE,insufficient_funds,Subscription update,0,Failed,The bank returned the decline code `insufficient_funds`.,0,user014@example.com,,,,,,,,,,,,,,,,,,,,
01/07/2025 19:05,50,usd,TRUE,,Subscription creation,4.65,Paid,Payment complete.,0,user104@example.com,,,,,,,,,,,,,,,,,,,,
01/07/2025 18:00,50,usd,TRUE,,Subscription update,4.65,Paid,Payment complete.,0,user054@example.com,,,,,,,,,,,,,,,,,,,,
01/07/2025 17:09,50,usd,TRUE,,Subscription creation,4.65,Paid,Payment complete.,0,user053@example.com,,,,,,,,,,,,,,,,,,,,
30/06/2025 19:22,50,usd,FALSE,insufficient_funds,Subscription update,0,Failed,The bank returned the decline code `insufficient_funds`.,0,user110@example.com,,,,,,,,,,,,,,,,,,,,
30/06/2025 19:16,50,usd,TRUE,,Subscription update,4.65,Paid,Payment complete.,0,user059@example.com,,,,,,,,,,,,,,,,,,,,
30/06/2025 17:58,50,usd,TRUE,,Subscription update,4.65,Paid,Payment complete.,0,user056@example.com,,,,,,,,,,,,,,,,,,,,
30/06/2025 17:51,50,usd,TRUE,,Subscription update,4.2,Paid,Payment complete.,0,user057@example.com,,,,,,,,,,,,,,,,,,,,
30/06/2025 17:33,50,usd,TRUE,,Subscription update,4.65,Paid,Payment complete.,0,user105@example.com,,,,,,,,,,,,,,,,,,,,
30/06/2025 16:16,100,usd,TRUE,,Subscription update,7.06,Paid,Payment complete.,0,user036@example.com,,,,,,,,,,,,,,,,,,,,
30/06/2025 13:51,50,usd,TRUE,,Subscription creation,4.2,Paid,Payment complete.,0,user060@example.com,,,,,,,,,,,,,,,,,,,,
29/06/2025 18:51,50,usd,TRUE,,Subscription update,4.65,Paid,Payment complete.,0,user084@example.com,,,,,,,,,,,,,,,,,,,,
29/06/2025 12:47,50,usd,TRUE,,Subscription update,1.2,Paid,Payment complete.,0,user062@example.com,,,,,,,,,,,,,,,,,,,,
29/06/2025 8:41,50,usd,FALSE,insufficient_funds,Subscription update,0,Failed,The bank returned the decline code `insufficient_funds`.,0,user014@example.com,,,,,,,,,,,,,,,,,,,,
28/06/2025 19:16,100,usd,TRUE,,Subscription update,6.71,Refunded,Payment complete.,0,user103@example.com,,,,,,,,,,,,,,,,,,,,
28/06/2025 14:45,50,usd,,,Subscription update,,requires_payment_method,,,user115@example.com,,,,,,,,,,,,,,,,,,,,
28/06/2025 4:46,50,usd,FALSE,insufficient_funds,Subscription update,0,Failed,The bank returned the decline code `insufficient_funds`.,0,user080@example.com,,,,,,,,,,,,,,,,,,,,
27/06/2025 21:55,50,usd,TRUE,,Subscription update,4.2,Paid,Payment complete.,0,user065@example.com,,,,,,,,,,,,,,,,,,,,
27/06/2025 21:15,100,usd,TRUE,,Subscription update,7.84,Paid,Payment complete.,0,user066@example.com,,,,,,,,,,,,,,,,,,,,
27/06/2025 20:29,100,usd,TRUE,,Subscription update,7.84,Paid,Payment complete.,0,user116@example.com,,,,,,,,,,,,,,,,,,,,
27/06/2025 19:20,100,usd,FALSE,insufficient_funds,Subscription update,0,Failed,The bank returned the decline code `insufficient_funds`.,0,user090@example.com,,,,,,,,,,,,,,,,,,,,
27/06/2025 0:20,50,usd,TRUE,,Subscription update,4.65,Paid,Payment complete.,0,user108@example.com,,,,,,,,,,,,,,,,,,,,
26/06/2025 21:02,100,usd,TRUE,,Subscription update,5.81,Paid,Payment complete.,0,user069@example.com,,,,,,,,,,,,,,,,,,,,
26/06/2025 20:33,50,usd,FALSE,generic_decline,Subscription update,0,Failed,The bank did not return any further details with this decline.,0,user117@example.com,,,,,,,,,,,,,,,,,,,,
26/06/2025 0:23,50,usd,TRUE,,Subscription update,4.65,Paid,Payment complete.,0,user072@example.com,,,,,,,,,,,,,,,,,,,,
25/06/2025 17:55,50,usd,TRUE,,Subscription update,4.65,Paid,Payment complete.,0,user068@example.com,,,,,,,,,,,,,,,,,,,,
24/06/2025 0:13,100,usd,TRUE,,Subscription update,7.84,Paid,Payment complete.,0,user101@example.com,,,,,,,,,,,,,,,,,,,,
23/06/2025 18:18,50,usd,TRUE,,Subscription creation,4.65,Paid,Payment complete.,0,user076@example.com,,,,,,,,,,,,,,,,,,,,
23/06/2025 17:22,100,usd,TRUE,,,29.3,Paid,Payment complete.,0,user118@example.com,,,,,,,,,,,,,,,,,,,,
23/06/2025 17:02,50,usd,TRUE,,Subscription creation,4.65,Paid,Payment complete.,0,user077@example.com,,,,,,,,,,,,,,,,,,,,
23/06/2025 12:46,50,usd,FALSE,insufficient_funds,Subscription update,0,Failed,The bank returned the decline code `insufficient_funds`.,0,user080@example.com,,,,,,,,,,,,,,,,,,,,
23/06/2025 0:13,100,usd,TRUE,,Subscription update,7.84,Paid,Payment complete.,0,user078@example.com,,,,,,,,,,,,,,,,,,,,
22/06/2025 21:28,50,usd,TRUE,,Subscription update,4.65,Paid,Payment complete.,0,user064@example.com,,,,,,,,,,,,,,,,,,,,
22/06/2025 15:41,50,usd,FALSE,insufficient_funds,Subscription update,0,Failed,The bank returned the decline code `insufficient_funds`.,0,user014@example.com,,,,,,,,,,,,,,,,,,,,
22/06/2025 15:40,50,usd,TRUE,,Subscription update,4.65,Paid,Payment complete.,0,user079@example.com,,,,,,,,,,,,,,,,,,,,
22/06/2025 15:20,50,usd,TRUE,,Subscription creation,4.65,Paid,Payment complete.,0,user109@example.com,,,,,,,,,,,,,,,,,,,,
21/06/2025 21:52,100,usd,TRUE,,Subscription creation,7.06,Refunded,Payment complete.,0,user081@example.com,,,,,,,,,,,,,,,,,,,,
21/06/2025 21:45,50,usd,TRUE,,Subscription creation,4.65,Paid,Payment complete.,0,user080@example.com,,,,,,,,,,,,,,,,,,,,
21/06/2025 21:44,50,usd,FALSE,insufficient_funds,Subscription creation,0,Failed,The bank returned the decline code `insufficient_funds`.,0,user080@example.com,,,,,,,,,,,,,,,,,,,,
21/06/2025 18:33,50,usd,TRUE,,Subscription update,4.65,Paid,Payment complete.,0,user119@example.com,,,,,,,,,,,,,,,,,,,,
21/06/2025 17:09,50,usd,TRUE,,Subscription update,4.65,Paid,Payment complete.,0,user001@example.com,,,,,,,,,,,,,,,,,,,,
20/06/2025 21:32,100,usd,TRUE,,Subscription update,2.08,Paid,Payment complete.,0,user081@example.com,,,,,,,,,,,,,,,,,,,,
20/06/2025 18:11,100,usd,TRUE,,Subscription update,7.84,Paid,Payment complete.,0,user008@example.com,,,,,,,,,,,,,,,,,,,,
20/06/2025 4:46,50,usd,FALSE,insufficient_funds,Subscription update,0,Failed,The bank returned the decline code `insufficient_funds`.,0,user080@example.com,,,,,,,,,,,,,,,,,,,,
19/06/2025 16:50,50,usd,TRUE,,Subscription update,4.65,Paid,Payment complete.,0,user085@example.com,,,,,,,,,,,,,,,,,,,,
19/06/2025 6:40,50,usd,FALSE,do_not_honor,Subscription update,0,Failed,The bank returned the decline code `do_not_honor`.,0,user120@example.com,,,,,,,,,,,,,,,,,,,,
19/06/2025 5:33,50,usd,FALSE,generic_decline,Subscription update,0,Failed,The bank did not return any further details with this decline.,0,user117@example.com,,,,,,,,,,,,,,,,,,,,
19/06/2025 3:46,50,usd,TRUE,,Subscription update,4.65,Paid,Payment complete.,0,user114@example.com,,,,,,,,,,,,,,,,,,,,
18/06/2025 23:12,50,usd,TRUE,,Subscription update,4.65,Paid,Payment complete.,0,user086@example.com,,,,,,,,,,,,,,,,,,,,
18/06/2025 14:31,100,usd,TRUE,,Subscription creation,7.84,Paid,Payment complete.,0,user088@example.com,,,,,,,,,,,,,,,,,,,,
17/06/2025 19:20,50,usd,TRUE,,Subscription update,4.65,Paid,Payment complete.,0,user089@example.com,,,,,,,,,,,,,,,,,,,,
17/06/2025 14:10,50,usd,TRUE,partner_insufficient_funds,Subscription creation,0,Failed,The customer has insufficient funds with the payment provider.,0,user117@example.com,,,,,,,,,,,,,,,,,,,,
17/06/2025 12:46,50,usd,FALSE,insufficient_funds,Subscription update,0,Failed,The bank returned the decline code `insufficient_funds`.,0,user080@example.com,,,,,,,,,,,,,,,,,,,,
16/06/2025 20:32,50,usd,TRUE,,Subscription update,4.65,Paid,Payment complete.,0,user092@example.com,,,,,,,,,,,,,,,,,,,,
16/06/2025 18:58,50,usd,TRUE,,Subscription creation,4.65,Paid,Payment complete.,0,user094@example.com,,,,,,,,,,,,,,,,,,,,
16/06/2025 17:56,50,usd,TRUE,,Subscription update,4.65,Paid,Payment complete.,0,user030@example.com,,,,,,,,,,,,,,,,,,,,
16/06/2025 15:36,50,usd,FALSE,insufficient_funds,Subscription update,0,Failed,The bank returned the decline code `insufficient_funds`.,0,user114@example.com,,,,,,,,,,,,,,,,,,,,
16/06/2025 14:33,50,usd,FALSE,generic_decline,Subscription update,0,Failed,The bank did not return any further details with this decline.,0,user117@example.com,,,,,,,,,,,,,,,,,,,,
16/06/2025 9:13,100,usd,FALSE,try_again_later,Subscription update,0,Failed,The bank returned the decline code `try_again_later`.,0,user101@example.com,,,,,,,,,,,,,,,,,,,,
15/06/2025 23:40,50,usd,FALSE,do_not_honor,Subscription update,0,Failed,The bank returned the decline code `do_not_honor`.,0,user120@example.com,,,,,,,,,,,,,,,,,,,,
15/06/2025 22:30,100,usd,FALSE,insufficient_funds,Subscription update,0,Failed,The bank returned the decline code `insufficient_funds`.,0,user081@example.com,,,,,,,,,,,,,,,,,,,,
15/06/2025 20:01,100,usd,TRUE,,Subscription update,6.1,Paid,Payment complete.,0,user095@example.com,,,,,,,,,,,,,,,,,,,,
15/06/2025 15:29,50,usd,TRUE,,Subscription update,4.65,Paid,Payment complete.,0,user113@example.com,,,,,,,,,,,,,,,,,,,,
15/06/2025 15:17,50,usd,TRUE,,Subscription update,4.65,Paid,Payment complete.,0,user096@example.com,,,,,,,,,,,,,,,,,,,,
14/06/2025 19:16,50,usd,TRUE,,Subscription update,4.65,Paid,Payment complete.,0,user003@example.com,,,,,,,,,,,,,,,,,,,,
14/06/2025 18:58,50,usd,TRUE,,Subscription update,4.65,Paid,Payment complete.,0,user004@example.com,,,,,,,,,,,,,,,,,,,,
14/06/2025 17:38,50,usd,TRUE,,Subscription update,4.65,Paid,Payment complete.,0,user098@example.com,,,,,,,,,,,,,,,,,,,,
